#ID	TYPE	CLASS	INSTANCE_NAME	DESCR	EXT_LINK	COMMENT	TIME	BEGINTERVAL	ENDINTERVAL	N.ANN_DOC.USER	N.ANN_DOC.ALL	HAS_PARTS
OTH40824648718665732	EVENT	OTHER	loss 6 may 2010 dow	dow to close with a loss 6 may 2010		MS: no er	2010-05-06			0	1	FIN39323676120351079_Arg1
PRO39498261379485028	ENTITY	PRO	179 tankers	for USAF						0	1	
PRO56148581209521879	ENTITY	PRO	some Apple trademarks	Apple trademarks licensed to Apple Corps by Apple Inc.						0	1	
SPE57368258562941632	EVENT	SPEECH_COGNITIVE	said S20-SE - (Steve Jobs)	Jobs said that his company sold 13.7 million Macs last year , totaling US$ 22 billion .	say.01		2010-10-20			1	1	PER19274271332322852_Arg0
OTH39669790255285871	EVENT	OTHER	lost VUA	Boeing lost grip on market 			2004-XX-XX			0	1	ORG37154719725500990_Arg0
OTH40008686172178296	EVENT	OTHER	operation VUA	operations can push the contract to 100b				XXXX-XX-XX		0	1	PRO39498261379485028_Arg1
OTH40339935131173650	EVENT	OTHER	fall 4 sept 2008	S&P 500 fell 4 septeember 2008		MS: no er	2008-09-04			0	1	FIN39325939269459429_Arg1
OTH40090139478616002	EVENT	OTHER	fail VUA	A400 system failed			2009-12-11			0	1	PRO39502354536346874_Arg0 PRO40090288206592979_Arg0
OTH40435660409234703	EVENT	OTHER	reach 21 august 2009 nasdaq	nasdaq reached 21 august 2009		MS: no er	2009-08-21			0	1	FIN39324663297288769_Arg0
LOC27573268533170794	ENTITY	LOC	France		http://dbpedia.org/page/France					0	5	
ORG44170254268191532	ENTITY	ORG	Eurogroup		http://dbpedia.org/resource/Eurogroup					0	1	
OTH40106298310782674	EVENT	OTHER	bear VUA	787 ANA livery				2011-08-08		0	1	PRO37154719263852456_Arg0
OTH57126606815841646	EVENT	OTHER	showed S6-SE (Beatles Apple Corps)	During the case Apple Corps showed the court	show.01		XXXX-XX-XX			1	1	ORG19274272335363621_Arg0
OTH40081124947827651	EVENT	OTHER	deal VUA	China Eastern A320			2009-06-15			0	1	ORG37154719868821189_Arg0
PRO56092201179325546	ENTITY	PRO	1.83 Ghz model	Macbook model						0	1	
OTH40005311992439132	EVENT	OTHER	replace VUA	A330 replace Lockheed Tristar				2008-03-27		0	1	PRO39496888809299967_Arg2 PRO39497012900575606_Arg1 ORG37154720003835631_Arg0 PRO39496959734511487_Arg2
PRO55894556413442138	ENTITY	PRO	Quartz system utilities							0	1	
FIN40522987686527925	ENTITY	FIN	US three major indices	US three major indices		no er				0	2	
PER40080981428295056	ENTITY	PER	board of directors	China Eastern Airlines						0	1	
OTH40628116834475402	EVENT	OTHER	do	so did general motors andberkshire		MS: no er	2009-03-13			0	1	ORG37406424148086837_Arg1
OTH40013735438821796	EVENT	OTHER	base VUA	Boeing bases airliner operations				XXXX-XX-XX		0	1	ORG37154719725500990_Arg0
SPE39761390600284118	EVENT	SPEECH_COGNITIVE	announced VUA	USAF announced new bid			2005-03-06			0	1	ORG37154720392556611_Arg0
PRO47185512846046780	ENTITY	PRO	iLife '11 software suite	the 2011 version						0	1	
PER45380090326557907	ENTITY	PER	Republican Party leaders							1	1	
PRO39496188778265087	ENTITY	PRO	European aircraft							0	1	
OTH57364221414522375	EVENT	OTHER	demoed S10-SE - (Steve Jobs)	Jobs demoed the device 's new internal gyroscope as well .	demonstrate.01		2010-06-07			1	1	PER19274271332322852_Arg0
OTH36733608954895417	EVENT	OTHER	use VUA	iPhone 4 will use iOS 4			XXXX-XX-XX			0	1	PRO36276501830687088_Arg0
ORG44062188932021238	ENTITY	ORG	MICEX	Moscow Interbank Currency Exchange	http://dbpedia.org/resource/Moscow_Interbank_Currency_Exchange					0	1	
SPE39659908296362287	EVENT	SPEECH_COGNITIVE	Say-EHU	Chrysler say eliminate dealerships			XXXX-XX-XX			1	1	ORG37406423422624299_Arg0
PRO39502354536346874	ENTITY	PRO	the steering computer	of A400						0	1	
OTH39740444626017299	EVENT	OTHER	delay VUA	A380 delivery delay					2007-10-XX	0	3	PRO37154719590532628_Arg1
OTH39671652261627962	EVENT	OTHER	arrives VUA	A380 first stop			2005-11-11			0	1	PRO37154719590532628_Arg1
SPE40453012822813445	EVENT	SPEECH_COGNITIVE	State-EHU	Obama stated GM complex			2009-06-01			1	1	PER37406424967115208_Arg0
FIN45387920585914443	ENTITY	FIN	27 billion debt							1	1	
OTH39827744989248240	EVENT	OTHER	Lose-EHU	GM lose Q4			2005-XX-XX			1	1	ORG37406424148086837_Arg0
PRO39480952168989091	ENTITY	PRO	2400 units	sold by DC-9						0	1	
FIN44160888966446507	ENTITY	FIN	Economy of Japan		http://dbpedia.org/resource/Economy_of_Japan					0	1	
OTH39580453889777151	EVENT	OTHER	project	Airbus plan for the A380				2005-01-18		0	1	ORG37154719430036883_Arg0
FIN40540317165195370	ENTITY	FIN	US stock market indexes	US stock market indexes						0	2	
LOC43997528276927841	ENTITY	LOC	Canada		http://dbpedia.org/resource/Canada					6	7	
ORG46394326171153116	ENTITY	ORG	two investment banks							1	1	
ORG39495834363213309	ENTITY	ORG	European manufacturers	such as Airbus						0	1	
LOC45387489973416984	ENTITY	LOC	Manhattan		http://dbpedia.org/resource/Manhattan					1	1	
SPE39743481820277715	EVENT	SPEECH_COGNITIVE	Say-EHU	Ford said posted profit			2009-11-03			1	1	ORG37406423869806668_Arg0
OTH40252114177835410	EVENT	OTHER	Lead-EHU	Barra lead GM				2013-12-10	XXXX-XX-XX	0	0	ORG37406424148086837_Arg1
ORG44168548798158641	ENTITY	ORG	institutions	institutions facing a financial crush from the US dollar						0	1	
OTH57188232786368568	EVENT	OTHER	has S9-SE - (iPhone 4)	It also has a new screen 	have.03		2010-06-08			1	1	PRO36907219772334161_Arg0
OTH40538686345765985	EVENT	OTHER	See-EHU	GM saw drop			2009-03-XX			1	1	ORG37406424148086837_Arg0
OTH39657880729730047	EVENT	OTHER	opened VUA	Singapore Airlines opened a site			XXXX-XX-XX			0	1	ORG37154720265874633_Arg0
OTH40781664852666173	EVENT	OTHER	use VUA	jet previously used aluminium					2007-06-10	0	1	
OTH39652596440431147	EVENT	OTHER	direction	777 direction of winds				XXXX-XX-XX		0	1	
OTH39910740061267842	EVENT	OTHER	delivery VUA	Aer Lingus with Airbus				2014-XX-XX	2016-XX-XX	0	1	PRO39493700907346891_Arg1
PER39494894154386179	ENTITY	PER	Singaporeans	people from Singapore						0	1	
PRO19274272478568573	ENTITY	PRO	Apple TRADEMARK	trademark	http://dbpedia.org/resource/Trademark	centroid entity<br>er generic				0	1	
FIN47045200079346523	ENTITY	FIN	federal aid							1	1	
FIN44178684584105327	ENTITY	FIN	bear market		http://dbpedia.org/resource/Market_trend	not sure if it is an event or an entity				0	1	
OTH57454769240258705	EVENT	OTHER	pre-order-SE - (iPhone 4)	Apple swamped by iPhone 4 pre-orders			2010-06-15			1	1	PRO36907219772334161_Arg1
ORG37154719430036883	ENTITY	ORG	Airbus	Airbus (centroid entity)	http://dbpedia.org/page/Airbus	centroid entity				0	22	
OTH57297613969888241	EVENT	OTHER	involved S12-SE - (Steve Jobs)	I will continue as CEO and be involved in major strategic decisions for the company 	involve.01		XXXX-XX-XX			1	1	PER19274271332322852_Arg1
OTH40105979747165337	EVENT	OTHER	service VUA	first 787 go into service				XXXX-XX-XX		0	1	
OTH40085550654054907	EVENT	OTHER	search	search for Airbus after crash				2009-06-XX		0	1	PRO39500951238584697_Arg2
PRO47183526081335442	ENTITY	PRO	Intel Core Duo processors			no er				0	1	
PRO47184870591447505	ENTITY	PRO	graphics tool	high-end tool included in iLife						0	1	
PER56156430653087743	ENTITY	PER	media and iPhone owners	media and iPhone owners		CONJ				0	1	
PRO55723566862843944	ENTITY	PRO	email	Steve Jobs email on January 2011						0	1	
FIN44178004697999409	ENTITY	FIN	banking system			GEN				0	1	
FIN45379935914596337	ENTITY	FIN	wage							1	1	
ORG37154719725500990	ENTITY	ORG	Boeing	Boeing (centroid entity)	http://dbpedia.org/page/Boeing	centroid entity				0	18	
PRO47184715195821221	ENTITY	PRO	sound tool	high-end tool included in iLife						0	1	
PRO55732410248171342	ENTITY	PRO	iPhone 4 device side	iPhone 4 device side						0	1	
FIN43997387133733071	ENTITY	FIN	stock market closing price	stock market closing price		no er				0	1	
OTH40792746320291067	EVENT	OTHER	attract VUA	787 840 orders				XXXX-XX-XX	2009-12-16	0	1	PRO37154719263852456_Arg0
GRA19884811756063069	EVENT	GRAMMATICAL	become	become						0	1	
SPE39140244277661383	EVENT	SPEECH_COGNITIVE	State-EHU	Henderson stated GM fuel-efficient			2009-06-01			1	1	PER37406425118763133_Arg0
OTH40803409854091025	EVENT	OTHER	drop off 10 ocrober 2008 dow	dow climbs before dropping off 10 ocrober 2008		MS: no er	2008-10-10			0	1	FIN39323676120351079_Arg1
OTH39649685687379042	EVENT	OTHER	Take on-EHU	Cerberus take on costs at Chrysler				XXXX-XX-XX	XXXX-XX-XX	1	1	ORG37406423422624299_Argm-LOC
OTH36546676319459666	EVENT	OTHER	purchased VUA	purchased iPhone 4				XXXX-XX-XX	2010-07-16	0	1	PRO36276501830687088_Arg1
OTH39913233408063685	EVENT	OTHER	take over VUA	Ryanair wants to take over Aer Lingus				2006-12-XX		0	1	ORG37154720662549110_Arg0
OTH40813670660244392	EVENT	OTHER	fall 24 october 2008 dow	dow fell 24 october 2008		MS: no er	2008-10-24			0	1	FIN39323676120351079_Arg1
ORG27733811009421267	ENTITY	ORG	Aeroflot	Russian Airlines	http://dbpedia.org/resource/Aeroflot					0	1	
OTH40084848815721614	EVENT	OTHER	happen VUA	Airbus wants to know what happened with crash			2009-06-XX			0	1	
OTH57464600415490962	EVENT	OTHER	released-SE - (iTunes Music Store)	Apple released the long awaited iPhones Software Development Kit ( SDK ) and the associated iTunes App Store and iPhone Developer Program	release.01		2008-03-XX			1	1	PRO19274271475601598_Arg1
OTH39906854517317554	EVENT	OTHER	order VUA	Air India order for 787s			2005-04-27			0	1	ORG27982217241958735_Arg0
OTH39221161709667794	EVENT	OTHER	Chapter 11 protection-EHU	protection form creditors				2009-06-01	XXXX-XX-XX	2	2	PER37406424435056473_Arg2
SPE36731315968830260	EVENT	SPEECH_COGNITIVE	praised VUA	Jobs praised the iPhone 4			2010-06-07			0	1	PRO36276501830687088_Arg1
OTH39739487338301050	EVENT	OTHER	stop VUA	A380 first stop 			XXXX-XX-XX			0	1	PRO37154719590532628_Arg1
OTH40874011267367034	EVENT	OTHER	fall 679 points 10 october 2009 dow	dow falling 679 points 10 october 2009		MS: no er	2008-10-10			0	1	FIN39323676120351079_Arg1
OTH39751367447524350	EVENT	OTHER	was VUA	777 was 15599th plane			2006-05-29			0	1	PRO39481116678529053_Arg1
ORG27737093365822660	ENTITY	ORG	Arizona Republican Party (R-AZ)		http://dbpedia.org/resource/Arizona_Republican_Party					0	1	
OTH39910603512911811	EVENT	OTHER	agreement VUA	Aer Lingus with Airbus			2007-06-09			0	1	
ORG44081985870992937	ENTITY	ORG	Bank of Japan		http://dbpedia.org/resource/Bank_of_Japan					0	1	
OTH40803191091371399	EVENT	OTHER	recover 10 october 2008 dow	dow has recovered 10 october 2008		MS: no er	2008-10-10			0	1	FIN39323676120351079_Arg0
OTH40105092723480324	EVENT	OTHER	deliver VUA	787 to first customer			2011-09-XX			0	1	PRO39503507146266799_Arg1 ORG27984198278053004_Arg2
FIN44082788519490112	ENTITY	FIN	stock indexes around the globe		http://dbpedia.org/resource/Stock_market_index					0	2	
OTH40084121953058550	EVENT	OTHER	contribute VUA	Airbus for search black box			2009-07-30			0	1	ORG37154719430036883_Arg0
PRO39489269081499390	ENTITY	PRO	Launch contracts	of the US space						0	1	
OTH56691331253792792	EVENT	OTHER	sold S11-SE - iPod	Apple Inc. sold more than 21 million iPod players 	sell.01		2006-01-01			1	1	PRO19274272200451092_Arg1
SPE39051076280677796	EVENT	SPEECH_COGNITIVE	State-EHU	Obama stated become shareholders			2009-06-01			1	1	PER37406424967115208_Arg0
OTH40787069316320980	EVENT	OTHER	continue VUA	Boeing research 737				2008-05-24		0	1	ORG37154719725500990_Arg0
GRA21004089188287603	EVENT	GRAMMATICAL	have	iPhone4 has a new stainless steel frame						0	1	
PER56086603337165650	ENTITY	PER	software developers			GEN				0	1	
OTH40784843097996142	EVENT	OTHER	fall	global stock markets fall - 2008-10-06		no er	2008-10-06			0	2	FIN40197049224228580_Arg1
PRO55898531803660803	ENTITY	PRO	memory space	feature of the iPod Classic 6th generation						0	1	
PER47186668924192435	ENTITY	PER	you	participants at the WWDC 2010 conference						0	1	
OTH40262269055922282	EVENT	OTHER	increase	CAC increased monday 12 october 2009		MS: no er	2009-10-12			0	1	FIN39675879107047155_Arg1
OTH39220590978774501	EVENT	OTHER	Support-EHU	UAW support GM plan				2009-06-XX	XXXX-XX-XX	1	1	ORG37406424696739278_Arg0
OTH21003149709392928	EVENT	OTHER	introduce	introduce iPhone4			2010-06-07			0	3	
FIN44152186883953807	ENTITY	FIN	Wal-Mart stocks			no er				0	1	
FIN44169257552181928	ENTITY	FIN	Russian financial system			no er				0	2	
FIN45388019616399088	ENTITY	FIN	debt - general							2	2	
OTH39743665785296930	EVENT	OTHER	Progress-EHU	Ford makes progress				XXXX-XX-XX	XXXX-XX-XX	1	1	ORG37406423869806668_Arg0
OTH39649833262538215	EVENT	OTHER	Agreement-EHU	CAW Chrysler agreement			XXXX-XX-XX			1	1	ORG37406423422624299_Arg2
OTH39650972023589203	EVENT	OTHER	Have-EHU	Chrysler has 54000 employees				XXXX-XX-XX	2008-12-31	1	1	ORG37406423422624299_Arg0
OTH39662149497858879	EVENT	OTHER	exercises VUA	Ryanair exercises options for 737			2005-06-13			0	1	ORG37154720662549110_Arg0 FIN39477410956507459_Arg1
SPE57368192742405000	EVENT	SPEECH_COGNITIVE	said S17-SE - (Steve Jobs)	We think it's the future of notebooks, said Jobs	say.01		2010-10-20			1	1	PER19274271332322852_Arg0
OTH36222023562857771	EVENT	OTHER	purchased FBK	purchased an IPhone 4		MS: no er		XXXX-XX-XX	2010-07-16	0	1	PRO36042008717728899_Arg1
OTH39063344813676600	EVENT	OTHER	Point-EHU	Obama pointed bankruptcy			2009-06-01			1	1	PER37406424967115208_Arg0
PER39498226897787418	ENTITY	PER	Paul Nesbit	JSA analysist						0	1	
ORG44160142567703743	ENTITY	ORG	Old Mutual	insurance group	http://dbpedia.org/resource/Old_Mutual					0	1	
OTH40008832085658797	EVENT	OTHER	supply VUA	supply USAF with 179 tankers				2008-03-01		0	1	ORG37154719725500990_Arg0 ORG37154720392556611_Arg2 PRO39498261379485028_Arg1
PRO56094736858276935	ENTITY	PRO	iPod Classic	iPod Classic	http://dbpedia.org/resource/IPod_Classic					0	1	
ORG27981991098616896	ENTITY	ORG	Government Accountability Office (GAO) - USA		http://dbpedia.org/page/Government_Accountability_Office					0	1	
OTH40459282154782910	EVENT	OTHER	reach 12 october 2009 ftse	ftse reaches 12 october 2009		MS: no er	2009-10-12			0	1	FIN39676646219701103_Arg0
OTH40542524924887259	EVENT	OTHER	Problem-EHU	GM debt problem			2009-06-01			1	1	ORG37406424148086837_Arg0
LOC27743511041274864	ENTITY	LOC	California, US		http://dbpedia.org/resource/California					0	5	
OTH40185782380087113	EVENT	OTHER	Build-EHU	GM builds			2009-06-04			1	1	ORG37406424148086837_Arg0
LOC27981314954712013	ENTITY	LOC	Alabama, US		http://dbpedia.org/page/Alabama					0	1	
PRO55737503440739604	ENTITY	PRO	iPod Video	iPod Video						0	1	
OTH57381063865797244	EVENT	OTHER	granted S11-SE - (Steve Jobs)	Team , At my request , the board of directors has granted me a medical leave of absence so I can focus on my health .	grant.01		2011-01-17			1	1	PER19274271332322852_Arg2
SPE40455213184865932	EVENT	SPEECH_COGNITIVE	Stress-EHU	Henderson stressed his view			2009-06-01			1	1	PER37406425118763133_Arg0
PRO39493590269822197	ENTITY	PRO	All Airbus Fleet							0	1	
OTH40784732373587524	EVENT	OTHER	decrease 4 september 2008 dow 	 dow's decrease 4 september 2008		MS: no er	2008-09-04			0	0	FIN39323676120351079_Arg1
SPE21004790675432464	EVENT	SPEECH_COGNITIVE	dissatisfy	dissatisfy						0	1	
OTH57126804269586754	EVENT	OTHER	invitation S8-SE (Steve Jobs to Beatles Apple Corps)	Apple Computer CEO Steve Jobs extended an invitation to the record label 	invitation.01		XXXX-XX-XX			1	1	ORG19274272335363621_Arg1 PER19274271332322852_Arg0
PER45378033796988966	ENTITY	PER	Sebastian Vladescu		http://dbpedia.org/resource/Sebastian_Vladescu					1	1	
OTH39586544650687011	EVENT	OTHER	killed VUA	Pentagon killed USAF - Boeing deal				XXXX-XX-XX		0	1	ORG27737261489113519_Arg0
PRO55894293390237147	ENTITY	PRO	Darwin and Quartz features, software and system utilities							0	1	
OTH40794167174620375	EVENT	OTHER	fly VUA	A380 was due to fly			2007-09-01			0	1	ORG37154719430036883_Arg1
OTH40616543146360406	EVENT	OTHER	open	US stock markets openned - 2008-10-09		no er	2008-10-09			0	1	FIN39326930888384754_Arg1
ORG37406423869806668	ENTITY	ORG	Ford	Ford	http://dbpedia.org/resource/Ford_Motor_Company	centroid entity				18	18	
OTH39992124234869721	EVENT	OTHER	add - VUA	EU add Indonesia air carriers ban			2007-12-20			0	1	LOC27584708566935027_Arg0 ORG39495985642266461_Arg1
PRO55737223817565056	ENTITY	PRO	music sell by Apple but not branded	music						0	1	
OTH40084732231418761	EVENT	OTHER	fund VUA	Airbus offers funding for search black box			2009-07-30			0	1	ORG37154719430036883_Arg0
OTH39993332453527232	EVENT	OTHER	kill VUA	disasters in Indonesia killed people			2007-XX-XX			0	1	PER39496097871844246_Arg1
OTH40185287185202518	EVENT	OTHER	Receive-EHU	GM received 1.5bil Germany			XXXX-XX-XX			1	1	ORG37406424148086837_Arg0
PRO55738568853536318	ENTITY	PRO	upgraded camera	iPhone feature						0	1	
PRO45387053453631616	ENTITY	PRO	private letter							1	1	
OTH36730202833267360	EVENT	OTHER	development VUA	development of iPhone 4				XXXX-XX-XX		0	1	PRO36276501830687088_Arg1
PRO55760271615749101	ENTITY	PRO	internal memo at Apple	Apple becomes No 1 US music seller						0	1	
PER47041428810015779	ENTITY	PER	Ford US workforce							1	1	
OTH39649609956990732	EVENT	OTHER	purchased VUA	airlines are purchased by Chinese government				XXXX-XX-XX		0	1	LOC27743980691187312_Argm-LOC PRO39475476568057583_Arg1 ORG27744052820930814_Arg0
PRO55894465765921756	ENTITY	PRO	meta-data used in Tiger algorithm							0	1	
OTH39755979973240930	EVENT	OTHER	fall	NIKKEI fell 10 aug 07		MS: no er	2007-08-10			0	1	FIN39755153334854979_Arg1
PRO47037235314943369	ENTITY	PRO	300,000 units							1	1	
OTH39988036391510110	EVENT	OTHER	pride VUA	success A380 pride for Singapore				2007-10-17		0	1	PER39494894154386179_Arg1
OTH39649152463065062	EVENT	OTHER	distributes	China distributes planes to airlines				XXXX-XX-XX		0	1	ORG27744052820930814_Arg0 PRO39475476568057583_Arg1 ORG39475353121778559_Arg2
SPE40091038099808396	EVENT	SPEECH_COGNITIVE	ask VUA	Airbus asked decision A400			2010-01-25			0	1	ORG37154719430036883_Arg0
OTH40793034693137731	EVENT	OTHER	prepare VUA	Airbus release A350				XXXX-XX-XX		0	1	ORG37154719430036883_Arg0
OTH40792549323746209	EVENT	OTHER	test flight	maiden flight 787			2009-12-15			0	1	PRO37154719263852456_Arg0 LOC27983802992666349_Argm-LOC
OTH37237418420958340	EVENT	OTHER	introduce-iPhone4-EHU	pre-order overwhelmed Apple and AT&T			2014-06-07			3	3	PRO36907219772334161_Arg1
OTH39566715601500958	EVENT	OTHER	Restructure-EHU	GM Chrysler restructure				XXXX-XX-XX	XXXX-XX-XX	1	1	ORG37406424291734298_Arg1
OTH40435246555044135	EVENT	OTHER	gain 13 march 2009 nasdaq	nasdaq had a gain 13 march 2009		MS: no er	2009-03-13			0	1	FIN39324663297288769_Arg1
ORG27584612684353379	ENTITY	ORG	Garuda Indonesia		http://dbpedia.org/resource/Garuda_Indonesia					0	1	
PRO47185902525480774	ENTITY	PRO	features of Apple's iOS			no er				0	1	
OTH40821680433698332	EVENT	OTHER	end the day 21 august 2009 dow	dow to end the day 21 august 2009		MS: no er	2009-08-21			0	1	FIN39323676120351079_Arg0
OTH39754349989744626	EVENT	OTHER	flight VUA	maiden flight A380			2007-03-19			0	1	LOC27735327659249054_Argm-LOC PRO37154719590532628_Arg0
OTH40342681847203874	EVENT	OTHER	loss 19 febr 2009	fourth consecutive loss of S&P 500 19 febr 2009		MS: no er	2009-02-19			0	1	FIN39325939269459429_Arg1
OTH39949952467929202	EVENT	OTHER	ceremony VUA	in Toulouse			2007-10-15			0	1	LOC27573307281275706_Argm-LOC
OTH40446140024887553	EVENT	OTHER	raise	the Fed raised interest rates 17 times		no er	2005-XX-XX			0	1	ORG39936557985692412_Arg0
LOC27982530746170229	ENTITY	LOC	London Heathrow Airport		http://dbpedia.org/page/London_Heathrow_Airport					0	2	
SPE40452600021378503	EVENT	SPEECH_COGNITIVE	Refuse-EHU	Obama refused GM ward			2009-06-01			1	1	PER37406424967115208_Arg0
PRO47187727442799375	ENTITY	PRO	Mac OS X Tiger		http://dbpedia.org/resource/Mac_OS_X_Tiger					0	2	
FIN47183821290902719	ENTITY	FIN	price	Macbook or Macbook pro price						0	1	
OTH40252358804507644	EVENT	OTHER	Accomplish-EHU	GM accomplished			XXXX-XX-XX			1	1	ORG37406424148086837_Arg0
OTH39653635579722368	EVENT	OTHER	giving VUA	giving 777 a greater range				XXXX-XX-XX		0	1	PRO37154720946869865_Arg2
PRO56150570102047852	ENTITY	PRO	iPhone and iPod Touch and iPad	devices that use iOS5		CONJ				0	1	
OTH40898312075460197	EVENT	OTHER	flight VUA	commercial flight 787			XXXX-XX-XX			0	1	PRO37154719263852456_Arg1
OTH41391873747196719	EVENT	OTHER	Retain-EHU	DaimlerChrysler retain 19.9%			XXXX-XX-XX			1	1	ORG37406423582812360_Arg0
OTH39754517936132712	EVENT	OTHER	travelling	A380 to US			2007-03-19			0	1	PER39487158904849933_Argm-OTHER LOC27735327659249054_Argm-LOC PRO37154719590532628_Arg0
OTH39740664281324084	EVENT	OTHER	Production-EHU	Ford production				XXXX-XX-XX	XXXX-XX-XX	2	2	ORG37406423869806668_Arg0
SPE57722540420451529	EVENT	SPEECH_COGNITIVE	decision S14-SE	Jobs made the decision to proceed with iPhone 4			XXXX-XX-XX			1	1	PER19274271332322852_Arg0
LOC27732756217556363	ENTITY	LOC	Chiang Mai International Airport		http://dbpedia.org/resource/Chiang_Mai_International_Airport					0	1	
PER43999661376291416	ENTITY	PER	Financial analysts		http://dbpedia.org/resource/Financial_analyst					2	5	
OTH39913437446350298	EVENT	OTHER	own VUA	Ryanair owns 25% in Aer Lingus				XXXX-XX-XX		0	1	ORG37154720662549110_Arg0
SPE57277888850169910	EVENT	SPEECH_COGNITIVE	reveal-SE - (Steve Jobs)	later revealing he had undergone a liver transplant 	reveal.01		XXXX-XX-XX			1	1	PER19274271332322852_Arg0
SPE40785522919832235	EVENT	SPEECH_COGNITIVE	announce VUA	Boeing replacement development pushed back			2008-05-24			0	1	ORG37154719725500990_Arg0
OTH40008523134673070	EVENT	OTHER	fight VUA	contract was fought between Boeing and Lockheed				XXXX-XX-XX	2008-03-01	0	1	ORG27736335435583953_Arg1 ORG37154719725500990_Arg0 FIN39498038043532812_Arg2
PRO27573052674952028	ENTITY	PRO	Airbus A380 aircraft	superjumbo airlines	http://dbpedia.org/page/Airbus_A380					0	0	
SPE39587263435352274	EVENT	SPEECH_COGNITIVE	speech VUA	of McCain			XXXX-XX-XX			0	1	
PRO46392723793220845	ENTITY	PRO	truck							1	1	
OTH39739672181753159	EVENT	OTHER	Beat-EHU	Ford beat predictions			2006-01-XX			1	1	ORG37406423869806668_Arg0
PRO27737342834503629	ENTITY	PRO	Congressional Record	official record of proceedings and debates US Congress	http://dbpedia.org/resource/Congressional_Record					0	0	
SPE57367059746881951	EVENT	SPEECH_COGNITIVE	address S10-SE - (Steve Jobs)	In his keynote address Wednesday , Jobs announced the release of Apple s iLife 11 software suite 	address.01		2010-10-20			1	1	PER19274271332322852_Arg0
OTH40345121217970170	EVENT	OTHER	gain 13 mar 2009	gain 13 march 2009 S&P 500		MS: no er	2009-03-13			0	1	FIN39325939269459429_Arg1
PRO39490040631884820	ENTITY	PRO	New aircraft	order for Boeing						0	1	
OTH40454915176423226	EVENT	OTHER	stay 7 october 2008 ftse	ftse stayed 7 october 2008		MS: no er	2008-10-07			0	1	FIN39676646219701103_Arg1
PER55892175036030506	ENTITY	PER	Macintosh users and Macintosh curious			CONJ				0	1	
SPE39840963002673945	EVENT	SPEECH_COGNITIVE	Announce-EHU	GM announced March drop			2009-04-01			1	1	ORG37406424148086837_Arg0
ORG44170112909934059	ENTITY	ORG	government		http://dbpedia.org/resource/Government	GEN				0	2	
PRO55735822758411725	ENTITY	PRO	phone lines of the customer service of Apple	phone lines of the customer service of Apple						0	1	
PRO39561194550448995	ENTITY	PRO	Left winglet	Of an Airbus A380						0	1	
PRO55760846045968890	ENTITY	PRO	iPhone SDK	iPhone Software Development Kit	http://dbpedia.org/resource/IOS_SDK					0	1	
OTH40537622418785907	EVENT	OTHER	Seek-EHU	GM seeks sell Delco			2009-02-03			1	1	ORG37406424148086837_Arg0
OTH40544900001763052	EVENT	OTHER	tumble	US stock markets tumble - 2007-10-19		no er	2007-10-19			0	1	FIN39326930888384754_Arg1
SPE39652884833854532	EVENT	SPEECH_COGNITIVE	Announcement-EHU	Chrysler's Canadian announcement			XXXX-XX-XX			1	1	ORG37406423422624299_Arg0
FIN55759842752069335	ENTITY	FIN	prices of the iPhone in other countries than US							0	1	
FIN45386938418601553	ENTITY	FIN	GM share							1	1	
ORG39495985642266461	ENTITY	ORG	All 51 Indonesia Air Carriers							0	1	
OTH39740250367953615	EVENT	OTHER	Lose-EHU	Ford lost 1.6 billion			2005-XX-XX			2	2	ORG37406423869806668_Arg0
OTH40546294107722917	EVENT	OTHER	losses	US dollar losses		no er		2008-10-21		0	1	FIN40369405063703585_Arg1
PER55735435605987273	ENTITY	PER	Some customers of iPhone 4	Some customers of iPhone 4						0	1	
OTH40090462429886444	EVENT	OTHER	glitch VUA	on maiden flight A400			2009-12-11			0	1	PRO27984068405581690_Arg1
OTH40817927376388172	EVENT	OTHER	increase 12 march 2009	a dow's increase from march 12		MS: no er		2009-03-12	2009-03-13	0	1	FIN39323676120351079_Arg1
PRO47184274957934148	ENTITY	PRO	PowerBook		http://dbpedia.org/resource/PowerBook					0	1	
PRO27734673718959924	ENTITY	PRO	Airbus A330-300E aircraft							0	1	
PRO45382393273152132	ENTITY	PRO	report							1	1	
PER46415299759624109	ENTITY	PER	bondholder							1	1	
PRO39502243605676661	ENTITY	PRO	confidential documents	from Europrop						0	1	
FIN55740615736388646	ENTITY	FIN	music industry	music industry	http://dbpedia.org/resource/Music_Industry					0	1	
PRO47183616776333317	ENTITY	PRO	13.3 display	Macbook features						0	1	
SPE39138056640090170	EVENT	SPEECH_COGNITIVE	Say-EHU	Henderson said GM history			2009-06-01			1	1	PER37406425118763133_Arg0
OTH40795087641273077	EVENT	OTHER	has 20 september 2008 dow	dow has a value 20 september 2008		MS: no er	2008-09-20			0	1	FIN39323676120351079_Arg0
OTH40183683355256026	EVENT	OTHER	relationship VUA	between Boeing and Aeroflot				2007-06-10		0	1	ORG37154719725500990_Arg0
PRO19274271812050726	ENTITY	PRO	IPHONE4	iPhone4	http://live.dbpedia.org/page/IPhone_4	centroid entity				0	7	
ORG46393162121001135	ENTITY	ORG	automakers other than Ford							1	1	
